Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
Directions for Living,,9/15/2021,7/5/2021,,Indiana,4,,
"Howard Perry & Walston Realty, Inc",,9/15/2021,4/27/2021,,Indiana,2,,
Carpenter Co,,7/28/2021,3/18/2021,,Indiana,970,,
Ives Sultan & Spike CPAs,,9/16/2021,5/11/2020,,Indiana,33,,
"American Welding & Gas, Inc",,9/16/2021,7/22/2021,,Indiana,37,,
Eastern New Mexico University,,9/16/2021,7/1/2021,,Indiana,4,,
"Worksoft, Inc",,4/7/2021,3/3/2021,,Indiana,3,,
Tyonek Native Corporation,,9/8/2021,7/18/2021,,Indiana,3,,
Sugar Steel Corporation,,9/17/2021,12/8/2020,,Indiana,295,,
Division of Family Resources,,9/17/2021,9/10/2021,,Indiana,1,,
Valley National Bank,,9/17/2021,6/1/2021,,Indiana,1,,
Twin City Die Castings,,9/17/2021,4/1/2021,,Indiana,1,,
"Horizon House, Inc",,9/17/2021,3/2/2021,,Indiana,3,,
"Club Car, LLC",,9/17/2021,5/28/2021,,Indiana,1,,
"PFU America, Inc",,9/17/2021,11/30/2020,,Indiana,76,,
Davidson Hotel Company LLC dba Davidson Hospitality Group,,9/17/2021,8/10/2021,,Indiana,4,,
Tractor Central,,9/16/2021,4/20/2021,,Indiana,3,,
Amfine Chemical Corporation,,9/20/2021,4/5/2021,,Indiana,5,,
"Dick Blick Holdings, Inc",,9/1/2021,,,Indiana,353,,
"Republic Services, Inc",,9/20/2021,2/2/2019,,Indiana,3,,
The University of Alabama,,9/24/2021,8/26/2021,,Indiana,1,,
Carmel Clay Schools,,9/20/2021,2/15/2021,,Indiana,14993,,
"Haynes Furniture Company, Inc",,9/20/2021,4/2/2021,,Indiana,20,,
Phillips Academy,,9/21/2021,5/8/2021,,Indiana,1,,
"Epik Holdings, Inc",,9/20/2021,9/13/2021,,Indiana,727,,
Pemco Mutual Insurance Company,,9/22/2021,2/1/2021,,Indiana,1,,
"Key Financial, Inc",,9/22/2021,4/2/2021,,Indiana,3,,
"Gulfside Supply, Inc dba Gulfeagle Supply",,9/23/2021,5/4/2021,,Indiana,5,,
Preferred Insurance Agency dba Preferred Protectors,,8/27/2021,4/8/2021,,Indiana,1,,
"Harttrup & Associates, P.S",,9/24/2021,2/5/2021,,Indiana,2,,
"Hentzen Coatings, Inc",,9/22/2021,4/19/2021,,Indiana,6,,
G. A. Wintzer & Son Co,,9/24/2021,5/7/2021,,Indiana,1,,
Golden Entertainment,,9/24/2021,1/24/2021,,Indiana,36,,
Forward Air Corporation,,9/24/2021,11/3/2020,,Indiana,830,,
"Lachman Consultant Services, Inc",,9/21/2021,8/10/2021,,Indiana,12,,
Genvey 1A N.V,,9/10/2021,8/23/2021,,Indiana,6,,
Aladdin Capital,,9/27/2021,11/18/2020,,Indiana,27,,
Fidelity National Title,,9/27/2021,8/13/2021,,Indiana,1,,
American Pool Enterprises Inc,,9/27/2021,7/31/2021,,Indiana,3,,
Wolf Medical Supply,,9/27/2021,10/26/2020,,Indiana,4,,
"OneSource Virtual, Inc",,9/27/2021,8/1/2021,,Indiana,4,,
"Bach, James, Mansour, & Company",,9/29/2021,,,Indiana,1,,
"Creative Services, Inc., on behalf of its relevant customers",,9/27/2021,8/27/2021,,Indiana,3,,
"Pinova, Inc",,9/28/2021,6/30/2021,,Indiana,2,,
Community Health Network,,9/15/2021,9/2/2021,,Indiana,2,,
"Layman, Diener & Borntrager Insurance Agency, Inc",,9/28/2021,5/17/2021,,Indiana,11,,
"Wm. G. Roe & Sons, Inc",,9/28/2021,6/9/2021,,Indiana,9,,
"Prasco, LLC",,9/23/2021,5/28/2021,,Indiana,9,,
Greene Street Friends School,,9/29/2021,5/1/2020,,Indiana,1,,
"Robbins, Salomon & Patt, Ltd",,9/29/2021,3/10/2021,,Indiana,13,,
"Human Technologies, Inc",,9/23/2021,8/13/2021,,Indiana,2,,
Milwaukee World Festival,,9/29/2021,7/1/2021,,Indiana,1,,
"Members Mortgage Services, LLC",,9/29/2021,2/17/2021,,Indiana,1,,
South Carolina Legal Services,,9/28/2021,3/27/2021,,Indiana,1,,
"Scrap Metal Services, LLC",,9/29/2021,7/28/2021,,Indiana,14055,,
Chemical Corporation dba Master Fluid Solutions,,9/24/2021,8/29/2021,,Indiana,3,,
Talbert House,,9/10/2021,6/10/2021,,Indiana,214,,
Foster LLP,,9/30/2021,2/3/2021,,Indiana,1,,
"Electrical Assistance, Inc",,9/29/2021,7/15/2021,,Indiana,31,,
"Elk & Elk Co, Ltd",,9/30/2021,2/5/2021,,Indiana,4,,
The Neiman Marcus Group,,9/30/2021,5/2/2020,,Indiana,31992,,
"SI Group, Inc",,9/29/2021,8/14/2021,,Indiana,45,,
"Lion Street Financial, LLC",,9/30/2021,1/20/2021,,Indiana,24,,
Nations Lending Corporation,,10/8/2021,8/10/2021,,Indiana,1,,
Sierra Air Conditioning,,9/24/2021,6/28/2021,,Indiana,2,,
The Young Men's and Young Women's Hebrew Association dba The 92nd Street Y,,10/1/2021,8/1/2021,,Indiana,8,,
"Pulmuone Foods USA, Inc",,9/27/2021,,,Indiana,1,,
First Bank Richmond,,10/1/2021,5/16/2021,,Indiana,87,,
Tri-Star Trust Bank,,10/4/2021,7/26/2021,,Indiana,6,,
MoneyLion Inc,,9/24/2021,6/29/2021,,Indiana,94,,
"Merc Acquisitions, Inc. dba ESSCO",,10/4/2021,2/4/2021,,Indiana,4,,
The Menninger Clinic,,9/24/2021,3/18/2021,,Indiana,8,,
"Pace Systems, Inc",,10/5/2021,7/13/2021,,Indiana,2,,
Health & Safety Institute,,10/5/2021,8/30/2021,,Indiana,4,,
"Coughlin & Gerhart, LLP",,10/5/2021,4/2/2021,,Indiana,32,,
William W. Meyer & Sons,,10/4/2021,9/10/2021,,Indiana,3,,
The Law Office of Sue E. Berman,,10/4/2021,2/16/2021,,Indiana,2,,
Tigerpoly Manufacturing Inc,,10/6/2021,5/25/2021,,Indiana,1,,
"Timmons Group, Inc",,10/6/2021,9/14/2021,,Indiana,1,,
Spring Mill Partners LLC,,10/6/2021,12/17/2020,,Indiana,4,,
"Pronto Money Transfer, Inc",,9/3/2021,9/3/2021,,Indiana,1,,
Dallas Independent School District,,10/6/2021,6/8/2021,,Indiana,49,,
1st MidAmerica Credit Union,,10/7/2021,5/12/2021,,Indiana,6,,
"Lester Electrical of Nebraska, Inc",,10/7/2021,5/4/2021,,Indiana,3,,
Saint Susanna School,,10/7/2021,5/7/2021,,Indiana,139,,
Pacific City Bank,,10/7/2021,8/19/2021,,Indiana,12,,
"Capsim Management Simulations, Inc",,10/8/2021,2/23/2021,,Indiana,5,,
"Coinbase, Inc",,9/27/2021,3/17/2021,,Indiana,78,,
"J.B. Hunt Transport, Inc",,10/15/2021,8/17/2020,,Indiana,5699,,
"Terrier Media Buyer, Inc dba Cox Media Group",,10/8/2021,6/3/2021,,Indiana,84,,
Plumsted Township,,10/8/2021,4/19/2021,,Indiana,2,,
"ReproSource Fertility Diagnostics, Inc",,10/8/2021,8/8/2021,,Indiana,839,,
EMJ Corporation,,9/27/2021,,,Indiana,14,,
Coghlin Electrical Contractors,,9/30/2021,7/16/2021,,Indiana,5,,
"Timios, Inc",,10/11/2021,7/19/2021,,Indiana,2112,,
"Copeland Development & Construction Co., Inc",,10/12/2021,1/5/2020,,Indiana,2,,
Wilson Elser Moskowitz Edelman & Dicker LLP,,10/15/2021,3/13/2021,,Indiana,37,,
American Osteopathic Association,,10/13/2021,6/25/2020,,Indiana,96,,
Magers & Quinn,,10/13/2021,3/16/2021,,Indiana,12,,
Albion Dispensing Solutions,,10/14/2021,8/30/2021,,Indiana,1,,
Indianapolis Business Journal,,10/14/2021,9/28/2021,,Indiana,65,,
Ark Naturals,,10/14/2021,2/8/2021,,Indiana,2,,
"Stone Pigman Walther Wittmann, L.L.C",,10/14/2021,2/24/2021,,Indiana,10,,
The Public School and Education Employee Retirement System of MO,,10/14/2021,9/11/2021,,Indiana,678,,
Newbridge Securities Corporation,,10/13/2021,2/24/2021,,Indiana,360,,
"Sheehan Nagle Hartray Architects, Ltd",,10/14/2021,1/11/2021,,Indiana,1,,
"Securatex, Ltd",,10/14/2021,5/28/2021,,Indiana,2783,,
"Elevated Title, LLC",,10/14/2021,7/21/2020,,Indiana,36,,
"SunBelt Xpress Logistics, Inc",,10/11/2021,8/19/2021,,Indiana,3,,
Allen & Shariff Corporation,,10/14/2021,7/14/2021,,Indiana,1,,
"OpenClose, A DBA of Beanstalk Networks, LLC",,10/15/2021,6/4/2021,,Indiana,20,,
The Leona Group,,10/18/2021,1/25/2021,,Indiana,237,,
Buddhist Tzu Chi Education Foundation,,10/6/2021,,,Indiana,9,,
Forefront Dermatology (Dana Dincoff),,,,,Indiana,1,,
"Tower Laboratories, LTD",,10/13/2021,5/19/2021,,Indiana,2,,
Millennia Hospitality Group,,10/15/2021,11/5/2019,,Indiana,5,,
JP Noonan Transportation Inc,,10/15/2021,5/1/2021,,Indiana,4,,
Anshe Emet Synagogue,,10/1/2021,6/1/2021,,Indiana,3,,
"Tavant Technologies, Inc",,10/15/2021,3/23/2021,,Indiana,1,,
"Family of Woodstock, Inc",,10/18/2021,8/3/2021,,Indiana,6,,
Lewis University,,10/18/2021,6/24/2021,,Indiana,4,,
Daniels Manufacturing Corporation,,10/18/2021,4/19/2021,,Indiana,1,,
World Travel Holdings,,10/18/2021,7/1/2021,,Indiana,88,,
"HEPACO, Inc",,10/18/2021,8/10/2020,,Indiana,27,,
Carnival Corporation and pic,,5/21/2021,3/12/2021,,Indiana,243,,
"American-Newlong, Inc",,10/19/2021,7/13/2021,,Indiana,6,,
"Taco John's International, Inc",,10/19/2021,,,Indiana,1,,
Ascension St. Vincent Heart Center of Indianapolis,,10/20/2021,9/1/2021,,Indiana,2,,
Phil Long Dealerships,,10/20/2021,7/23/2021,,Indiana,1,,
"Wallick & Volk, Inc",,10/12/2021,8/2/2021,,Indiana,8,,
Integrated Distribution Services,,10/13/2021,8/7/2021,,Indiana,364,,
"American Furniture Manufacturing, Inc",,10/21/2021,4/20/2021,,Indiana,4,,
"Highlands Ranch Community Association, Inc",,10/21/2021,3/21/2021,,Indiana,4,,
"Kerasotes Showplace Theatres, LLC",,10/21/2021,8/20/2021,,Indiana,3413,,
"SCUF Gaming International, LLC",,5/4/2021,2/23/2021,,Indiana,699,,
Chicago Title Company,,10/21/2021,10/8/2021,,Indiana,2,,
"Sheridan Production Company III, LLC",,10/15/2021,,,Indiana,119,,
Urban Resource Institute,,10/10/2021,7/23/2020,,Indiana,9,,
"McAllen Surgical Specialty Center, LTD",,10/22/2021,5/12/2021,,Indiana,10,,
"Silhouette American, Inc",,10/29/2021,8/18/2021,,Indiana,1,,
"Sierra Wireless, Inc",,10/22/2021,1/12/2021,,Indiana,6,,
University Medical Center of Southern Nevada,,8/2/2021,6/14/2021,,Indiana,1013,,
J. Hilburn,,10/22/2021,4/19/2021,,Indiana,1,,
"Personal Legal Plans, Inc and Personal Legal Plans of GA, Inc",,10/25/2021,8/31/2021,,Indiana,8,,
"Trucent,Inc",,10/15/2021,9/15/2021,,Indiana,60,,
Emergency Nurses Association,,10/26/2021,3/25/2021,,Indiana,5,,
Evidation Health,,10/26/2021,9/15/2021,,Indiana,7,,
"C. B. Fleet Company, Inc., a Prestige Consumer Health company",,10/26/2021,4/11/2021,,Indiana,7,,
Smith Protective Management,,10/20/2021,7/30/2021,,Indiana,20,,
New Philadelphia City Schools,,10/26/2021,10/14/2021,,Indiana,1,,
Throckmorton County Memorial Hospital,,10/22/2021,8/25/2021,,Indiana,3,,
Gateway Financial Solutions,,10/27/2021,11/12/2021,,Indiana,3055,,
Hendricks Regional Health (Natasha Oliver),,,6/1/2021,,Indiana,2,,
City of Fort Wayne,,10/26/2021,10/15/2021,,Indiana,10,,
Charter Next Generation,,10/27/2021,5/25/2021,,Indiana,10,,
"Coulter, LLC",,10/27/2021,9/22/2021,,Indiana,32,,
"Snider Tire, Inc",,10/27/2021,7/21/2021,,Indiana,168,,
"The Dolben Company, Inc",,10/28/2021,4/3/2021,,Indiana,2,,
"Strategic Benefits Advisors, Inc",,10/19/2021,9/18/2021,,Indiana,494,,
Bank of Labor,,10/25/2021,8/10/2021,,Indiana,15,,
"Community Medical Centers, Inc",,11/2/2021,10/10/2021,,Indiana,39,,
Columbus Regional Health (Kathryn Gregory),,8/30/2021,,,Indiana,387,,
"Fragrancenet.com, Inc",,10/28/2021,8/13/2021,,Indiana,1,,
"AGI Publishing, Inc",,10/29/2021,9/11/2021,,Indiana,5,,
"Butterball, LLC",,10/29/2021,7/29/2021,,Indiana,2,,
Certified Automotive Lease Corp. dba CAL Automotive,,10/26/2021,9/18/2021,,Indiana,8,,
"Professional Healthcare Management, Inc",,10/29/2021,9/9/2021,,Indiana,12,,
Womack Machine Supply Co,,10/29/2021,9/29/2021,,Indiana,1,,
"Goldwater Bank, N.A",,9/10/2021,5/21/2021,,Indiana,31,,
Georgia Crown Distributing Co,,11/5/2021,1/31/2021,,Indiana,5,,
"G&J Pepsi-Cola Bottlers, Inc",,11/3/2021,9/1/2021,,Indiana,28,,
"Wayne Automatic Fire Sprinklers, Inc",,10/29/2021,9/15/2021,,Indiana,6,,
"Managed Markets Insight & Technology, LLC",,11/4/2021,10/7/2021,,Indiana,5,,
"Broadmead, Inc",,10/26/2021,6/1/2021,,Indiana,1,,
"Employee Screening Services of Missouri, LLC dba Tomo Drug Testing",,11/12/2021,1/13/2021,,Indiana,324,,
"Sumter County, South Carolina",,11/1/2021,8/18/2021,,Indiana,1,,
Robin Wolff & Associates,,11/1/2021,5/18/2021,,Indiana,1,,
"The Buona Companies, LLC",,11/1/2021,3/2/2021,,Indiana,166,,
Mowery Clinic,,11/2/2021,9/8/2021,,Indiana,27,,
"Morgan Brown & Joy, LLP",,11/2/2021,1/22/2021,,Indiana,1,,
"SMS Assist, L.L.C",,11/3/2021,8/10/2021,,Indiana,14,,
"Baywood Medical Associates, PLC dba Desert Pain Institute",,11/3/2021,7/3/2021,,Indiana,46,,
"KMT Brrr!, a Wolly-owned subsidiary of Americold Realty Trust",,11/4/2021,8/18/2021,,Indiana,6,,
Indiana Family & Social Services Administration,,11/3/2021,8/6/2021,,Indiana,1,,
Central Investment LLC,,11/3/2021,8/5/2021,,Indiana,703,,
Western Spirits Beverage Company,,11/3/2021,7/27/2021,,Indiana,8,,
NVE Bank,,11/3/2021,7/29/2021,,Indiana,19,,
Columbia College - South Carolina,,11/4/2021,3/15/2021,,Indiana,16,,
ExamOne,,10/27/2021,10/5/2021,,Indiana,1,,
Maxim Healthcare Group,,11/4/2021,10/1/2021,,Indiana,124,,
"Boyle Construction Management, Inc",,10/7/2021,4/15/2021,,Indiana,201,,
Costco Wholesale Corporation,,11/5/2021,8/25/2021,,Indiana,1,,
TOPS Staffing LLC,,11/5/2021,6/7/2021,,Indiana,35,,
Black Hawk College,,11/3/2021,1/14/2021,,Indiana,2,,
United Wheels Inc,,11/5/2021,6/29/2021,,Indiana,153,,
"Gemini Industries d.b.a Gemini Coatings, Inc",,11/5/2021,8/13/2021,,Indiana,4,,
"Bulkmatic, LLC",,11/8/2021,9/1/2021,,Indiana,1,,
Sea Mar Community Health Centers,,10/29/2021,12/12/2020,,Indiana,214,,
"Spectrum Industries, Inc",,11/5/2021,8/8/2021,,Indiana,2,,
BPG Real Estate Services,,11/5/2021,8/29/2021,,Indiana,3,,
"Gregory Brewer, MD PLLC",,10/22/2021,8/23/2021,,Indiana,4,,
Potawatomi Business Development Corporation,,11/5/2021,7/15/2021,,Indiana,1,,
"CopperPoint Insurance Company, Pacific Compensation Insurance Company and Alaska",,11/5/2021,1/8/2021,,Indiana,3,,
"O-AT-KA Milk products Cooperative, Inc",,11/8/2021,9/30/2021,,Indiana,2,,
"Insureon Holdings, LLC",,11/5/2021,,,Indiana,9,,
"ARC 3 Gases, Inc",,11/8/2021,10/4/2021,,Indiana,1,,
Lab Logistics,,11/5/2021,7/12/2021,,Indiana,2,,
"TLC Engineering Solutions, Inc",,11/9/2021,9/7/2021,,Indiana,12,,
University of Maryland Global Campus,,10/22/2021,10/7/2021,,Indiana,56,,
"Geon Performance Solutions, LLC",,9/8/2021,2/22/2021,,Indiana,1,,
City College,,11/11/2021,8/10/2021,,Indiana,39,,
The City of Titusville,,11/10/2021,11/19/2020,,Indiana,2,,
Famous Tate Appliance & Bedding Centers,,11/10/2021,2/18/2021,,Indiana,3,,
Indiana Department of Insurance,,11/10/2021,9/1/2013,,Indiana,1,,
"Association for Protestant Education, Inc",,10/13/2021,6/10/2021,,Indiana,25,,
"Holley Performance Products, Inc",,11/10/2021,8/16/2021,,Indiana,8,,
"WireMasters, Inc",,11/10/2021,9/9/2021,,Indiana,1,,
Atlantic Specialty Insurance Company,,8/17/2021,6/30/2020,,Indiana,4,,
Sudberry Preoperties,,11/10/2021,9/8/2021,,Indiana,1,,
Metropolitan Realty Group,,11/10/2021,9/3/2020,,Indiana,4,,
"Cyprexx Services, LLC",,11/10/2021,5/20/2021,,Indiana,6,,
Bronswick Benjamin P.C,,11/10/2021,5/26/2021,,Indiana,19,,
"Jones Plastic & Engineering Company, LLC",,11/11/2021,5/27/2021,,Indiana,14,,
KO Storage,,,8/10/2021,,Indiana,1,,
"The Abstract & Title Guaranty Co., Inc",,11/12/2021,9/20/2021,,Indiana,2,,
Thybar Corporation,,11/12/2021,8/20/2021,,Indiana,27,,
"Howard Law, LLC",,11/12/2021,3/5/2021,,Indiana,2,,
Pana Community Hospital,,11/3/2021,7/16/2021,,Indiana,5,,
Crawford Industries,,11/2/2021,1/14/2021,,Indiana,181,,
Palos Community Consolidated School District 118,,11/9/2021,12/3/2020,,Indiana,3,,
Sarasota MRI,,11/12/2021,11/1/2021,,Indiana,158,,
"Enesco, LLC",,11/2/2021,7/8/2021,,Indiana,36,,
"BR Printers, Inc",,11/12/2021,9/1/2021,,Indiana,6,,
"Community Resources for Justice, Inc",,11/12/2021,3/2/2021,,Indiana,2,,
San Luis Obispo County YMCA,,11/12/2021,7/19/2021,,Indiana,2,,
Bell's Brewery,,11/12/2021,6/7/2021,,Indiana,10,,
CIBC Bank USA,,10/20/2021,9/8/2021,,Indiana,3,,
Center for Human Development,,11/15/2021,3/15/2021,,Indiana,2,,
"Glenbrook Dodge, Inc",,11/12/2021,10/2/2021,,Indiana,2799,,
Olympus Corporation of the Americas,,11/12/2021,10/10/2021,,Indiana,54,,
"Lakeshore Bone and Joint Institute, PC",,11/15/2021,6/14/2021,,Indiana,21926,,
Franciscan Health Dyer,,11/15/2021,11/2/2021,,Indiana,1,,
"Derby Industries, LLC",,11/12/2021,8/26/2021,,Indiana,176,,
"Versant Supply Chain, Inc",,11/12/2021,8/26/2021,,Indiana,1,,
National Risk Services,,11/12/2021,3/23/2021,,Indiana,1,,
California Pizza Kitchen,,11/15/2021,9/15/2021,,Indiana,412,,
"T&T Staff Management, Inc",,11/15/2021,8/29/2021,,Indiana,19,,
"ON24, Inc",,10/29/2021,6/30/2021,,Indiana,8,,
Traffic Solutions Corporation doing business as Statewide Safety Systems,,11/18/2021,,,Indiana,3,,
Toward Independence Inc,,11/8/2021,,,Indiana,6,,
Platinum Home Mortgage Corporation,,10/29/2021,10/15/2021,,Indiana,1,,
Quest Diagnostics,,11/16/2021,10/29/2021,,Indiana,193,,
"Science of Skincare, LLC",,11/16/2021,,,Indiana,3,,
"Bickes, Inc",,11/7/2021,7/16/2020,,Indiana,10,,
Meritus Federal Credit Union,,11/17/2021,7/28/2021,,Indiana,16,,
San Francisco Symphony,,11/17/2021,9/7/2021,,Indiana,2,,
"Ardagh Glass, Inc",,11/16/2021,4/23/2021,,Indiana,28,,
Bryce Downey & Lenkov LLC,,11/17/2021,9/22/2021,,Indiana,32,,
Rocket Mortgage LLC,,11/17/2021,8/8/2021,,Indiana,13,,
Interstate Parking Company,,11/17/2021,11/19/2020,,Indiana,1,,
Patriot Growth Insurance Services,,11/18/2021,6/19/2021,,Indiana,1,,
Episcopal Retirement Services,,11/19/2021,9/24/2021,,Indiana,60,,
"Utah Imaging Associates, Inc",,11/18/2021,8/29/2021,,Indiana,162,,
"Natus Medical, Inc.",,11/17/2021,8/12/2021,,Indiana,1,,
"Badger Finance, LLC",,11/18/2021,8/19/2021,,Indiana,1,,
Massachusetts Mutual Life Insurance Company,,11/19/2021,10/22/2021,,Indiana,1,,
"Pawn America Minnesota, LLC",,11/22/2021,9/28/2021,,Indiana,1122,,
"Payday America, Inc",,11/22/2021,9/28/2021,,Indiana,10,,
"ISO Claims Services, Inc",,11/19/2021,7/5/2021,,Indiana,411,,
"PAL Card Minnesota, LLC",,11/19/2021,9/28/2021,,Indiana,4434,,
"Land O'Frost, Inc",,11/19/2021,8/30/2021,,Indiana,392,,
"Adare Pharmaceuticals, Inc",,11/10/2021,5/4/2020,,Indiana,4,,
InvestX Capital Ltd,,11/9/2021,9/24/2021,,Indiana,6,,
Georgetown Internal Medicine,,10/22/2021,8/23/2021,,Indiana,24,,
Fred Jones Enterprises LLC,,11/22/2021,9/17/2021,,Indiana,1,,
Docs Who Care,,11/22/2021,4/22/2021,,Indiana,1,,
International Justice Mission,,11/23/2021,3/25/2021,,Indiana,4,,
MRI Network,,11/23/2021,7/8/2021,,Indiana,15,,
TriValley Primary Care,,11/24/2021,10/11/2021,,Indiana,19,,
Leaf Commercial Capital,,11/23/2021,10/22/2021,,Indiana,3,,
"Best Plumbing Specialties, Inc",,11/23/2021,10/20/2021,,Indiana,1,,
"Fiondella, Milone & LaSaracina LLP",,11/24/2021,9/9/2021,,Indiana,226,,
Toyotetsu North America,,11/24/2021,10/7/2021,,Indiana,1838,,
"Creative Bus Sales, Inc",,11/29/2021,6/6/2021,,Indiana,42,,
"Aria Retirement Solutions, Inc",,11/29/2021,4/26/2021,,Indiana,3,,
LifeShield National Insurance Co,,,1/27/2021,,Indiana,4,,
The National Rifle Association of America,,11/26/2021,10/21/2021,,Indiana,2,,
"DNA Diagnostics Center, Inc",,11/29/2021,5/24/2021,,Indiana,4871,,
Den Hartog Industries,,8/30/2021,8/30/2021,,Indiana,1,,
"Circle-Prosco, Inc",,11/18/2021,7/16/2020,,Indiana,67,,
"Bansley and Kiener, L.L.P",,11/30/2021,8/20/2020,,Indiana,15214,,
"Embree Capital Markets Group, Inc",,11/23/2021,10/25/2021,,Indiana,1,,
"Cedar Grove Composting, Inc",,11/30/2021,8/8/2021,,Indiana,2,,
"Onondaga County Chapter, NYSARC, Inc",,11/30/2021,8/15/2021,,Indiana,1,,
Seneca Family of Agencies,,10/26/2021,8/25/2021,,Indiana,23,,
GIS Holdings LLC,,2/1/2021,8/30/2021,,Indiana,3,,
KERA-North Texas Public Broadcasting,,11/19/2021,,,Indiana,1,,
Minuteman Security Technologies,,12/1/2021,10/26/2021,,Indiana,3,,
"Vision Source, LP",,12/1/2021,,,Indiana,5,,
MultiPlan Inc,,6/24/2021,12/23/2020,,Indiana,1839,,
NURX,,11/10/2021,10/22/2021,,Indiana,1,,
"General RV Center, Inc",,11/19/2021,10/31/2021,,Indiana,48,,
Musical Instrument Museum,,12/2/2021,6/30/2021,,Indiana,1,,
"Van Eerden Food Services, Inc",,11/5/2021,,,Indiana,25,,
Elizabethtown College,,12/2/2021,2/1/2019,,Indiana,1,,
Edge Construction,,12/2/2021,6/27/2021,,Indiana,1,,
"Vancouver Marine, Inc",,12/1/2021,11/9/2021,,Indiana,1,,
Keolis Transit America,,12/3/2021,1/4/2021,,Indiana,1,,
American Council for International Studies,,12/3/2021,5/25/2021,,Indiana,559,,
"Versant Capital Management, Inc",,12/3/2021,8/2/2021,,Indiana,1,,
Red Onion Saloon,,12/2/2021,9/21/2021,,Indiana,1,,
"Lagrange Products, Inc",,12/3/2021,8/19/2021,,Indiana,590,,
"CWD Real Estate Investment, LLC",,12/3/2021,7/25/2021,,Indiana,8,,
"Chicago Title Company, LLC",,11/24/2021,11/24/2021,,Indiana,1,,
"Office Environments, Inc",,12/3/2021,7/5/2021,,Indiana,1,,
Tom Wood Group,,12/3/2021,9/1/2021,,Indiana,950,,
"Reggio Register Company, LLC",,12/3/2021,11/1/2021,,Indiana,1,,
"Tedia Company, Inc",,11/17/2021,10/22/2021,,Indiana,100,,
"American European Insurance Group, Inc",,12/6/2021,9/18/2020,,Indiana,4,,
Whitehouse ISD,,12/6/2021,6/12/2021,,Indiana,4,,
Humana Inc,,11/12/2021,8/25/2021,,Indiana,1,,
"Infrastructure Engineering, Inc",,12/7/2021,9/23/2021,,Indiana,42,,
"Rochester Management, Inc",,12/6/2021,8/26/2021,,Indiana,8,,
Easterseals Delaware & Maryland Eastern Shore,,12/2/2021,4/25/2021,,Indiana,4,,
Congregation Rodeph Sholom,,12/7/2021,6/16/2020,,Indiana,1,,
"Orgill, Inc",,12/8/2021,10/28/2021,,Indiana,12,,
Atalanta Corporation,,12/8/2021,7/6/2021,,Indiana,8,,
TTEC Services Corporation,,12/8/2021,3/31/2021,,Indiana,483,,
Weller Truck Parts,,12/8/2021,10/1/2021,,Indiana,80,,
Siegfried Rivera,,12/8/2021,9/22/2021,,Indiana,2,,
Veterans First Mortgage,,12/8/2021,10/27/2021,,Indiana,30,,
"Ficek Electric & Communication Systems, Inc",,12/8/2021,10/24/2021,,Indiana,6,,
"Mor Furniture for Less, Inc",,12/9/2021,7/13/2021,,Indiana,1,,
Franciscan Physician Network,,12/3/2021,11/2/2021,,Indiana,1,,
Chatham Insurance Partners,,12/8/2021,3/23/2021,,Indiana,2,,
The Travelers Indemnity Company,,12/10/2021,4/7/2021,,Indiana,334,,
"Eduro Healthcare, LLC",,12/9/2021,,,Indiana,1,,
"Advanced Handling Systems, LLC",,12/9/2021,8/2/2021,,Indiana,3,,
MoneyLion Inc,,11/29/2021,9/26/2021,,Indiana,12,,
Lincoln Financial Securities Corporation,,12/13/2021,9/26/2021,,Indiana,3,,
"Focus Medical Communications, LLC",,12/10/2021,10/12/2021,,Indiana,5,,
"Tactical Advantage Group, Inc",,12/10/2021,10/12/2021,,Indiana,1,,
"BioPlus Specialty Pharmacy Services, LLC",,12/10/2021,10/25/2021,,Indiana,1,,
Valley County,,12/10/2021,1/1/2020,,Indiana,3,,
The Henry Group,,12/6/2021,5/19/2021,,Indiana,2,,
Sound Generations,,12/13/2021,7/18/2021,,Indiana,2135,,
Indiana Family & Social Services Administration,,12/13/2021,12/8/2021,,Indiana,1,,
"Triangle Property law, P.C",,12/10/2021,1/15/2021,,Indiana,2,,
SIMED,,11/19/2021,4/6/2021,,Indiana,11,,
Lozano Smith,,12/14/2021,1/1/2020,,Indiana,3,,
"Dansons U.S., LLC",,12/14/2021,5/7/2021,,Indiana,245,,
"Harken, Inc",,12/15/2021,8/26/2021,,Indiana,2,,
"Cirrus Asset Management, Inc",,12/15/2021,11/11/2021,,Indiana,5,,
Innovative Therapy Solutions,,12/15/2021,2/9/2021,,Indiana,340,,
"Pregenzer, Baysinger, Wideman & Sale, PC",,12/15/2021,5/12/2021,,Indiana,3,,
McGrath RentCorp,,12/15/2021,7/17/2021,,Indiana,31,,
Winsome Trading Inc,,12/14/2021,11/8/2021,,Indiana,1,,
"Mutual of Omaha Mortgage, Inc",,12/20/2021,8/30/2021,,Indiana,8,,
"Ghilotti Bros., Inc",,12/15/2021,,,Indiana,4,,
"Precision Shooting Equipment, Inc",,12/16/2021,8/26/2021,,Indiana,1,,
Andrew Sauchelli DMD,,12/16/2021,9/23/2021,,Indiana,4,,
"Tennis Warehouse, LLC",,12/16/2021,10/1/2021,,Indiana,7220,,
"Tackle Warehouse, LLC",,12/16/2021,10/1/2021,,Indiana,12236,,
