Year,Date Reported,Organization,PDF Link,Date of Incident,Date of Discovery,Residents Affected,Breach Type,Notes
2023,12-5-2023,"Welltok, Inc.",https://www.iowaattorneygeneral.gov/media/cms/1252023_Welltok_Inc_26AF64698318F.pdf,,,,Unauthorized Access,"Rebecca J. Jones  Office: (267) 930-4839  Fax: (267) 930-4771  Email: rjones@mullen.law  426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  December 5, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom it May Concern:  We represent Welltok, Inc. (“Welltok”) located at 1515 Arapahoe St. #700, Denver, CO,  80202. Welltok operates a voluntary online wellness program used by healthcare providers and  employers that encourages healthy lifestyle changes. Additionally, Welltok operates an online  contact-management platform that enables healthcare clients to provide patients and members with  important notices and communications. We are writing to notify your office of an event that may  affect the security of certain personal information relating to approximately sixteen thousand  twelve (16,012) I"
2023,12-8-2023,Americold Logistics LLC,https://www.iowaattorneygeneral.gov/media/cms/1282023__Americold_Logistics_LLC_EF019FBB37122.pdf,,,,Theft,"  The Atlantic Building   950 F Street, NW   Washington, DC 20004-1404   202-239-3300 | Fax: 202-239-3333  Kimberly Peretti  Direct Dial: 202-239-3720   kimberly.peretti@alston.com  Alston & Bird LLP  www.alston.com   Atlanta | Beijing | Brussels | Charlotte | Dallas | Los Angeles | New York | Raleigh | San Francisco | Silicon Valley | Washington, D.C.      December 8, 2023    CONFIDENTIAL  VIA EMAIL    Iowa Consumer Protection Division   consumer@ag.iowa.gov        Re:  Notice of Data Security Incident  To the Iowa Consumer Protection Division:  We are writing on behalf of Americold Logistics LLC (“Americold”) to notify you of a data security incident.   On April 26, 2023, Americold became aware of a cybersecurity incident that involved the deployment of  malware on certain systems.  Upon discovery, Americold engaged outside counsel, which launched a  forensic investigation with the assistance of a leading cybersecurity firm and reported the matter to law  enforcement.  Americold subs"
2023,12-8-2023,Bauer Built Tire & Service,https://www.iowaattorneygeneral.gov/media/cms/1282023_Bauer_Built_Tire__Service__9F67D3E7252CF.pdf,,,,,
2023,12-8-2023,Central Bank (Commercial Financial Corp),https://www.iowaattorneygeneral.gov/media/cms/1282023_Commercial_Financial_Corp_d_64F679535D201.pdf,"September 23, 2023","September 23, 2023",,Unauthorized Access,"      32952965.1        Blair L. Dawson, FIP, CIPP/US, CIPP/E, CIPM  Direct Dial: 312-642-6131  E-mail: bdawson@mcdonaldhopkins.com  December 8, 2023    VIA Email (consumer@ag.iowa.gov)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106    Re:  Central Bank – Incident Notification     To Whom This May Concern:  McDonald Hopkins PLC represents Central Bank (“Central”). I am writing to provide  notification of an unauthorized access incident that may affect the security of personal  information of approximately six hundred and thirty-four (634) Iowa residents. Central’s  investigation is ongoing, and this notification will be supplemented with any new or significant  facts or findings subsequent to this submission, if any. By providing this notice, Central does not  waive any rights or defenses regarding the applicability of Iowa law or personal jurisdiction.     On July 1, 2022, Central"
2023,12-15-2023,"Nationstar Mortgage, LLC. dba Mr. Cooper",https://www.iowaattorneygeneral.gov/media/cms/12152023_Nationstar_Mortgage_LLC_8B370DA93F537.pdf,,,,Unauthorized Access,"Akin Gump Strauss Hauer & Feld LLP  2300 N. Field Street  Suite 1800  Dallas, TX 75201  T  +1 214.969.2800  F  +1 214.969.4343  akingump.com    Michelle A. Reed  214-969-2713  mreed@akingump.com        December 15, 2023  VIA E-MAIL (consumer@ag.iowa.gov)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  Re:  Nationstar Mortgage LLC (dba Mr. Cooper) Data Security Incident  To the Iowa Attorney General’s Office:  We are contacting you on behalf of our client, Nationstar Mortgage LLC (dba Mr. Cooper)1, about  a data security incident that involved the personal information of approximately 81,381 residents of Iowa.   We will begin mailing notification letters to those individuals on or about December 15, 2023, substantially  in the same form as the letter attached here.  Please note that by submitting this notice, Mr. Cooper does  not waive any rights or defenses regarding the applicabil"
2023,12-22-2023,LoanCare LLC,https://www.iowaattorneygeneral.gov/media/cms/12222023_LoanCare_LLC_7FEFECED39DC9.pdf,,,,Unauthorized Access,"    3637 Sentara Way, Virginia Beach, VA 23452 | NMLS #2916 | loancare.com| Customer Care: 1-800-274-6600   Copyright © 2023 LoanCare. All rights reserved. Do not distribute.  December 22, 2023    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106    Dear Attorney General Brenna Bird,   We are writing to notify you of a cybersecurity incident that may have impacted certain borrower’s  personal information maintained by LoanCare, LLC (“LoanCare”) as a result of unauthorized access by a  third party to certain systems within the network of LoanCare’s parent company Fidelity National  Financial, Inc. (“FNF”).  This incident may have involved personal information maintained by LoanCare  related to 4,522 Iowa residents.  At this time, we have no indications that the personal information has  been subject to fraudulent use as a result of this incident.  On or about November 19, 2023, LoanCare"
2023,12-22-2023,"National Amusements, Inc.",https://www.iowaattorneygeneral.gov/media/cms/12222023_National_Amusements_3114C9ED14DA3.pdf,,,,Unauthorized Access,"Edward J. Finn  Office: (267) 930-4776  Fax: (267) 930-4771  Email: efinn@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  December 22, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent National Amusements, Inc. (“National Amusements”) located at 846 University Avenue,  Norwood, Massachusetts 02062, and are writing to notify your office of an event that may affect the security  of certain personal information relating to approximately six hundred fourteen (614) Iowa residents. This  notice may be supplemented if any new significant facts are learned subsequent to its submission. By  providing this notice, National Amusements does not waive any rights or defenses regarding the  applicability of Iowa law, the applicability of the Iowa data event notifi"
2023,12-29-2023,Academy Mortgage Corporation,https://www.iowaattorneygeneral.gov/media/cms/12292023_Academy_Mortgage_Corporati_066723859ABF1.pdf,,,,Theft,"     Rachel C. Pitts Rachel.Pitts@lewisbrisbois.com Direct: 205.719.8868 Cell: 423.653.9044 December 29, 2023   ARIZONA  •  CALIFORNIA  •  COLORADO  •  CONNECTICUT  •  DELAWARE  •  DISTRICT OF COLUMBIA   •  GEORGIA  •  IOWA  •  INDIANA  •  KANSAS  •  KENTUCKY   •    LOUISIANA DISTRICT OF COLUMBIA   • MASSACHUSETTS  •  MINNESOTA  •  MISSISSIPPI  •  MISSOURI  •  NEVADA  •  NEW JERSEY  •  NEW MEXICO  •  NEW YORK  •  NORTH  Via Email: consumer@ag.iowa.gov    Attorney General Brenna Bird  Office of the Attorney General  Consumer Protection Division   1305 E. Walnut Street   Des Moines, IA 50319-0106     Re:  Our Client      :  Academy Mortgage Corporation  Matter      :  Data Security Incident                          `    Dear Attorney General Bird:    We represent Academy Mortgage Corporation (hereinafter “Academy”) located in Draper,  Utah, with respect to a data security incident described in more detail below. Academy  takes  the security and privacy of the information in its control s"
2023,12-29-2023,"CBIZ, Inc.",https://www.iowaattorneygeneral.gov/media/cms/12292023_CBIZ_BB04EB5F3AAAB.pdf,,,,Theft,"Patrick H. Haggerty  direct dial: 513.929.3412  phaggerty@bakerlaw.com              December 29, 2023  VIA EMAIL (CONSUMER@AG.IOWA.GOV)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA  50319-0106 Re:  Incident Notification      Dear Sir or Madam:  I write on behalf of our client, CBIZ, Inc. to notify your office that the MOVEit Transfer  global data incident involved Iowa residents’ information.1     On or around May 31, 2023, Progress Software, the provider of MOVEit Transfer software  disclosed a vulnerability that had been exploited by an unauthorized third party. CBIZ utilizes  MOVEit to securely transfer files. Progress Software made patches available, which CBIZ applied.  CBIZ also promptly launched an investigation, with the assistance of cybersecurity professionals,  into the nature and scope of the MOVEit vulnerability. Through the investigation, CBIZ learned  that an unauthorized party"
2023,12-29-2023,"Navvis & Company, LLC",https://www.iowaattorneygeneral.gov/media/cms/12292023_Navvis__Company_LLC_F5B6D82324E96.pdf,,,,Theft,"Richard Aponte-Boyd  Office: (267) 930-4888  Fax: (267) 930-4771  Email: raponte@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  December 29, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent Navvis & Company, LLC (“Navvis”) located at 555 Maryville University Drive Suite  240, St. Louis MO, 63141, and are writing to notify your office of an incident that may affect the  security of certain personal information relating to seven hundred sixty-four (764) Iowa residents.  The  investigation into this matter is ongoing, and this notice will be supplemented with any new significant  facts learned subsequent to its submission.  By providing this notice, Navvis does not waive any rights  or defenses regarding the applicability of Iowa law, the applicabili"
2022,1-3-2022,Ravkoo,https://www.iowaattorneygeneral.gov/media/cms/132022_Ravkoo_4F95872B70ED5.pdf,"September 27, 2021",,,Theft,"        11057196v.1    January 3, 2022                   Ross M. Molina, Esq.  504.702.1726 (direct)  Ross.Molina@WilsonElser.com    Via Email  consumer@ag.iowa.gov    Office of the Attorney General  State of Iowa  Attn: Data Security Breach Notification     Re:  Our Client    :  Ravkoo  Matter    :  Data Security Incident on September 27, 2021  Wilson Elser File # :  16516.01265    Dear Attorney General:    We represent Ravkoo, located in Auburndale, Florida, with respect to a potential data security  incident described in more detail below. Ravkoo takes the security and privacy of the information  in its control seriously, and has taken steps to prevent a similar incident from occurring in the  future.     This letter will serve to inform you of the nature of the security breach, the number of Iowa  residents being notified, what information has been compromised, and the steps that Ravkoo is  taking to restore the integrity of the system. We have also enclosed hereto a sample of the "
2022,1-7-2022,Medical Review Institute of America,https://www.iowaattorneygeneral.gov/media/cms/172022_Medical_Review_Institute_of__A52F62C19E67B.pdf,"November 12, 2021",,,Unauthorized Access,"    WHITEFORD, TAYLOR & PRESTON L.L.P.                SPENCER S. POLLOCK  DIRECT LINE  (410) 832-2002  DIRECT FAX  (410) 339-4028  spollock@wtplaw.com  7 ST. PAUL STREET  BALTIMORE, MD 21202-1636  MAIN TELEPHONE (410) 832-2000  FACSIMILE (410) 832-2015      DELAWARE*  DISTRICT OF COLUMBIA  KENTUCKY  MARYLAND  NEW YORK  PENNSYLVANIA  VIRGINIA    WWW.WTPLAW.COM  (800) 987-8705  January 7, 2022  Privileged and Confidential  VIA EMAIL AND U.S. FIRST CLASS MAIL   Director Bill Brauch  Consumer Protection Division - Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re: Security Breach Notification      Dear Director Brauch,    We are writing on behalf of our client, Medical Review Institute of America (“MRIoA”) (located at  2875 South Decker Lake Drive, Salt Lake City, UT 84119) and some of its health provider and other  customers, to notify you of a data security incident involving one thousand "
2022,1-25-2022,Midland University,https://www.iowaattorneygeneral.gov/media/cms/1252022_Midland_University_A72700FC0D425.pdf,,,,Unauthorized Access,"Samuel Sica, III  Office: (267) 930-4802  Fax: (267) 930-4771  Email: ssica@mullen.law  426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  January 25, 2022  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notification  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  E-mail: consumer@ag.iowa.gov Re:  Notice of Data Event  Dear Sir or Madam:  We represent Midland University (“Midland”) located at 900 North Clarkson Street,  Fremont, NE 68025, and are writing to notify your office of an event that may affect the security  of certain personal information relating to approximately six hundred forty-five (645) Iowa  residents.  This notice may be supplemented if new significant facts are learned subsequent to its  submission. By providing this notice, Midland does not waive any rights or defenses regarding the  applicability of Iowa law, the applicability of the Iowa data event notification statute, or personal  jurisdiction."
