Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
The Vanguard Group Inc,,1/24/2018,,,Massachusetts,Unknown,Unknown,
Southcoast Health,,1/24/2018,,,Massachusetts,Unknown,Unknown,
The Salvation Army of Augusts,,1/25/2018,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,1/25/2018,,,Massachusetts,Unknown,Unknown,
Bank of America,,1/25/2018,,,Massachusetts,Unknown,Unknown,
Center for Living & Working,,1/25/2018,,,Massachusetts,Unknown,Unknown,
Rogin Nassau LLC,,1/25/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,1/26/2018,,,Massachusetts,Unknown,Unknown,
ZS Associates,,1/26/2018,,,Massachusetts,Unknown,Unknown,
Salem Five,,1/26/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,1/26/2018,,,Massachusetts,Unknown,Unknown,
GoldLeaf Partners Services Inc,,1/26/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Co Inc",,1/29/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Co Inc",,1/29/2018,,,Massachusetts,Unknown,Unknown,
Keypoint Intelligence,,1/29/2018,,,Massachusetts,Unknown,Unknown,
Aperio Group LLC,,1/29/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,1/29/2018,,,Massachusetts,Unknown,Unknown,
"Blue Cross and Blue Shield of MA
Inc.",,1/29/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,1/30/2018,,,Massachusetts,Unknown,Unknown,
Southcoast Health,,1/30/2018,,,Massachusetts,Unknown,Unknown,
"Seterus, Inc",,1/30/2018,,,Massachusetts,Unknown,Unknown,
Avidia Bannk,,1/30/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,1/30/2018,,,Massachusetts,Unknown,Unknown,
Hobart William Smith Colleges,,1/30/2018,,,Massachusetts,Unknown,Unknown,
SumCo Eco-Contracting LLC,,1/31/2018,,,Massachusetts,Unknown,Unknown,
"Willam A. Robinson, CPA",,1/31/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,1/31/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,1/31/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,1/31/2018,,,Massachusetts,Unknown,Unknown,
Duquesne University,,1/31/2018,,,Massachusetts,Unknown,Unknown,
RBC Royal Bank,,1/31/2018,,,Massachusetts,Unknown,Unknown,
Bank of America,,2/1/2018,,,Massachusetts,Unknown,Unknown,
Member First Mortgage LLC,,2/1/2018,,,Massachusetts,Unknown,Unknown,
"Brighthouse Life Insurance
Company",,2/1/2018,,,Massachusetts,Unknown,Unknown,
"The Cooperative Bank of Cape
Cod",,2/1/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/1/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/1/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/1/2018,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,2/1/2018,,,Massachusetts,Unknown,Unknown,
St. Elizabeth's Medical Center,,2/1/2018,,,Massachusetts,Unknown,Unknown,
St. Elizabeth's Medical Center,,2/1/2018,,,Massachusetts,Unknown,Unknown,
St. Elizabeth's Medical Center,,2/1/2018,,,Massachusetts,Unknown,Unknown,
"Metropolitan Life Insurance
Company",,2/1/2018,,,Massachusetts,Unknown,Unknown,
The Village bank,,2/2/2018,,,Massachusetts,Unknown,Unknown,
"Advanced Graphic Products, Inc.
dba Advanced Online",,2/2/2018,,,Massachusetts,Unknown,Unknown,
KeyBank N.A.,,2/2/2018,,,Massachusetts,Unknown,Unknown,
Doral Corporation,,2/2/2018,,,Massachusetts,Unknown,Unknown,
Make-up Designory,,2/2/2018,,,Massachusetts,Unknown,Unknown,
"Eastern Salt Company, Inc.",,2/2/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/2/2018,,,Massachusetts,Unknown,Unknown,
Midcap Financial Services LLC,,2/2/2018,,,Massachusetts,Unknown,Unknown,
Boston College,,2/5/2018,,,Massachusetts,Unknown,Unknown,
Salem Five,,2/5/2018,,,Massachusetts,Unknown,Unknown,
1st Mariner Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
"Housing Authority of the City of
Charlotte",,2/5/2018,,,Massachusetts,Unknown,Unknown,
Partners Healthcare Systems Inc,,2/5/2018,,,Massachusetts,Unknown,Unknown,
PAR Electrical Contractors Inc,,2/5/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
Eagle Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
"Charles Komar & Sons, Inc.",,2/5/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/5/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc. and/or its
Affiliates (""AXP"")",,2/6/2018,,,Massachusetts,Unknown,Unknown,
Citizens Financial Group,,2/6/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc. and/or its
Affiliates (""(AXP"")",,2/6/2018,,,Massachusetts,Unknown,Unknown,
US Trust,,2/6/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/7/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/7/2018,,,Massachusetts,Unknown,Unknown,
"TALX Corporation, subsidiary of
Equifax",,2/7/2018,,,Massachusetts,Unknown,Unknown,
"XOS Technologies, Inc. d/b/a
XOS Digital, Inc.",,2/7/2018,,,Massachusetts,Unknown,Unknown,
Abington Bank,,2/7/2018,,,Massachusetts,Unknown,Unknown,
Abington Bank,,2/7/2018,,,Massachusetts,Unknown,Unknown,
"Investment Professionals, Inc.",,2/7/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc. and/or its
Affiliates (""AXP"")",,2/8/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc. and/or its
Affiliates (""AXP"")",,2/8/2018,,,Massachusetts,Unknown,Unknown,
Fontainebleau Miami Beach,,2/8/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/8/2018,,,Massachusetts,Unknown,Unknown,
Daintree Advisors LLC,,2/8/2018,,,Massachusetts,Unknown,Unknown,
Sage Bank,,2/8/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/8/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,2/9/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/9/2018,,,Massachusetts,Unknown,Unknown,
"Kinetics Systems, Inc.",,2/9/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,2/9/2018,,,Massachusetts,Unknown,Unknown,
Etsy Inc,,2/9/2018,,,Massachusetts,Unknown,Unknown,
One Main Financial,,2/9/2018,,,Massachusetts,Unknown,Unknown,
Connecticut Airport Authority,,2/9/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/9/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,2/9/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/12/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,2/12/2018,,,Massachusetts,Unknown,Unknown,
"Goldman Sachs & Co, LLC",,2/12/2018,,,Massachusetts,Unknown,Unknown,
Valley of the Sun YMCA,,2/12/2018,,,Massachusetts,Unknown,Unknown,
"Executive Office of Health and
Human Services",,2/12/2018,,,Massachusetts,Unknown,Unknown,
"Corporate Employment
Resources Inc",,2/13/2018,,,Massachusetts,Unknown,Unknown,
Perry & Associates CPA'S AC,,2/13/2018,,,Massachusetts,Unknown,Unknown,
"Central Islip Union Free School
District",,2/13/2018,,,Massachusetts,Unknown,Unknown,
Cabot Risk Strategies LLC,,2/13/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,2/13/2018,,,Massachusetts,Unknown,Unknown,
State Street,,2/14/2018,,,Massachusetts,Unknown,Unknown,
Citi,,2/14/2018,,,Massachusetts,Unknown,Unknown,
"Norwich Commercial Group, Inc.
dba Norcom Mortgage",,2/14/2018,,,Massachusetts,Unknown,Unknown,
"Nantucket Bank a division of Blue
Hills Bank",,2/14/2018,,,Massachusetts,Unknown,Unknown,
Palo Alto Unified School District,,2/14/2018,,,Massachusetts,Unknown,Unknown,
Northeast Home Loan LLC,,2/14/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/14/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,2/14/2018,,,Massachusetts,Unknown,Unknown,
"Flexible Benefit Service
Corporation",,2/14/2018,,,Massachusetts,Unknown,Unknown,
Blue Hills Bank,,2/14/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/14/2018,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,2/15/2018,,,Massachusetts,Unknown,Unknown,
"Hobe & Lucas Certified Public
Accountants Inc",,2/15/2018,,,Massachusetts,Unknown,Unknown,
Dollar General Corporation,,2/15/2018,,,Massachusetts,Unknown,Unknown,
"LendKey Technologies, Inc.",,2/15/2018,,,Massachusetts,Unknown,Unknown,
"Novozymes US, Inc.",,2/15/2018,,,Massachusetts,Unknown,Unknown,
"Honda North America, Inc.",,2/15/2018,,,Massachusetts,Unknown,Unknown,
Fidelity Investments,,2/15/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,2/16/2018,,,Massachusetts,Unknown,Unknown,
Jemison Internal Medicine PC,,2/16/2018,,,Massachusetts,Unknown,Unknown,
"Navistar, Inc.",,2/16/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,2/16/2018,,,Massachusetts,Unknown,Unknown,
Thomas Edison State University,,2/16/2018,,,Massachusetts,Unknown,Unknown,
"Cascade Healthcare Services
LLC",,2/19/2018,,,Massachusetts,Unknown,Unknown,
Bialy Thomas & Associates,,2/20/2018,,,Massachusetts,Unknown,Unknown,
Autoliv ASP Inc,,2/20/2018,,,Massachusetts,Unknown,Unknown,
Los Angeles Philharmonic,,2/20/2018,,,Massachusetts,Unknown,Unknown,
Salem Five Bank,,2/20/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/21/2018,,,Massachusetts,Unknown,Unknown,
MassMutual,,2/21/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/21/2018,,,Massachusetts,Unknown,Unknown,
BioAxone BioSciences Inc.,,2/21/2018,,,Massachusetts,Unknown,Unknown,
PACCAR Financial,,2/21/2018,,,Massachusetts,Unknown,Unknown,
"Makeup Geek, LLC",,2/21/2018,,,Massachusetts,Unknown,Unknown,
Compass Working Capital,,2/21/2018,,,Massachusetts,Unknown,Unknown,
"Commonwealth of MA-
Department of Revenue",,2/22/2018,,,Massachusetts,Unknown,Unknown,
TrueNet Communications,,2/22/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,2/22/2018,,,Massachusetts,Unknown,Unknown,
Fidelity Investments,,2/22/2018,,,Massachusetts,Unknown,Unknown,
Intuit Inc.,,2/22/2018,,,Massachusetts,Unknown,Unknown,
Cormier & Rea Inc,,2/22/2018,,,Massachusetts,Unknown,Unknown,
Transamerica,,2/23/2018,,,Massachusetts,Unknown,Unknown,
AnnieMac Home Mortgage,,2/23/2018,,,Massachusetts,Unknown,Unknown,
Dedham Savings,,2/23/2018,,,Massachusetts,Unknown,Unknown,
North 40 Outfitters,,2/23/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,2/23/2018,,,Massachusetts,Unknown,Unknown,
ACTIVE Network,,2/23/2018,,,Massachusetts,Unknown,Unknown,
Musicians on Call,,2/23/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/26/2018,,,Massachusetts,Unknown,Unknown,
Santa Cruz Biotechnology Inc,,2/26/2018,,,Massachusetts,Unknown,Unknown,
"University Of Wisconsin-Superior
Alumni Association",,2/26/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company Inc",,2/26/2018,,,Massachusetts,Unknown,Unknown,
Bed Bath & Beyond Inc,,2/26/2018,,,Massachusetts,Unknown,Unknown,
"Laufer Group International
Limited",,2/26/2018,,,Massachusetts,Unknown,Unknown,
MoneyGram International Inc,,2/26/2018,,,Massachusetts,Unknown,Unknown,
"American General Life Insurance
Company",,2/26/2018,,,Massachusetts,Unknown,Unknown,
"The United States Life Insurance
Company",,2/26/2018,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/27/2018,,,Massachusetts,Unknown,Unknown,
Cruzstar LLC,,2/27/2018,,,Massachusetts,Unknown,Unknown,
"MassMutual Life Insurance
Company",,2/27/2018,,,Massachusetts,Unknown,Unknown,
Discover,,2/27/2018,,,Massachusetts,Unknown,Unknown,
Bank of America,,2/27/2018,,,Massachusetts,Unknown,Unknown,
ALCOVA Mortgage Inc,,2/27/2018,,,Massachusetts,Unknown,Unknown,
"Servis One, Inc. dba BSI
Financial Services",,2/27/2018,,,Massachusetts,Unknown,Unknown,
Capital One,,2/27/2018,,,Massachusetts,Unknown,Unknown,
Metro Wire Rope Corporation,,2/27/2018,,,Massachusetts,Unknown,Unknown,
Stonehill College,,2/27/2018,,,Massachusetts,Unknown,Unknown,
CVS Health,,2/27/2018,,,Massachusetts,Unknown,Unknown,
FastHealth Corporation,,2/27/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/27/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/27/2018,,,Massachusetts,Unknown,Unknown,
Firstmark Services,,2/27/2018,,,Massachusetts,Unknown,Unknown,
Steward Medical Group,,2/27/2018,,,Massachusetts,Unknown,Unknown,
"IKEA North America Services,
LLC",,2/28/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/28/2018,,,Massachusetts,Unknown,Unknown,
The Kraft Heinz Company,,2/28/2018,,,Massachusetts,Unknown,Unknown,
The Renaissance Companies,,2/28/2018,,,Massachusetts,Unknown,Unknown,
Nelnet Inc.,,2/28/2018,,,Massachusetts,Unknown,Unknown,
"St. Peter's Ambulatory Surgery
Center d/b/a St. Peter's Surgery
& Endoscopy Center",,2/28/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/28/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,2/28/2018,,,Massachusetts,Unknown,Unknown,
"The Vanguard Group, Inc.",,3/1/2018,,,Massachusetts,Unknown,Unknown,
Trustees of Boston University,,3/1/2018,,,Massachusetts,Unknown,Unknown,
Eagle Bank,,3/1/2018,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/1/2018,,,Massachusetts,Unknown,Unknown,
ECP PF Holdings LLC,,3/1/2018,,,Massachusetts,Unknown,Unknown,
Ventiv Technology Inc.,,3/1/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Co Inc",,3/2/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Co Inc",,3/2/2018,,,Massachusetts,Unknown,Unknown,
GAP Inc,,3/2/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,3/2/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,3/2/2018,,,Massachusetts,Unknown,Unknown,
Firstmark Services,,3/2/2018,,,Massachusetts,Unknown,Unknown,
Behavioral Health Network Inc,,3/2/2018,,,Massachusetts,Unknown,Unknown,
Centris Federal Credit Union,,3/2/2018,,,Massachusetts,Unknown,Unknown,
Fairchild Maddox & Leonidas,,3/2/2018,,,Massachusetts,Unknown,Unknown,
"Automatic Rolls of New England-
Northeast Foods Inc",,3/2/2018,,,Massachusetts,Unknown,Unknown,
Citizens Financial Group,,3/5/2018,,,Massachusetts,Unknown,Unknown,
The Vanguard Group Inc,,3/5/2018,,,Massachusetts,Unknown,Unknown,
Intuit,,3/5/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/5/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/5/2018,,,Massachusetts,Unknown,Unknown,
Intuit Inc,,3/6/2018,,,Massachusetts,Unknown,Unknown,
"The Variable Annuity Life
Insurance Co",,3/6/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Co,,3/6/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,3/6/2018,,,Massachusetts,Unknown,Unknown,
ISS Solutions Inc,,3/6/2018,,,Massachusetts,Unknown,Unknown,
Principal Financial Group,,3/6/2018,,,Massachusetts,Unknown,Unknown,
Interstate Plastics Inc,,3/6/2018,,,Massachusetts,Unknown,Unknown,
"California State University,
Fresno",,3/6/2018,,,Massachusetts,Unknown,Unknown,
Chopra Enterprises LLC,,3/7/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/7/2018,,,Massachusetts,Unknown,Unknown,
Williams-Sonoma Inc,,3/7/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,3/7/2018,,,Massachusetts,Unknown,Unknown,
St. Elizabeth's Medical Center,,3/7/2018,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,3/8/2018,,,Massachusetts,Unknown,Unknown,
"Mount Kellett Capital
Management LP",,3/8/2018,,,Massachusetts,Unknown,Unknown,
Village Mortgage Company,,3/8/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/9/2018,,,Massachusetts,Unknown,Unknown,
FTI Consulting,,3/9/2018,,,Massachusetts,Unknown,Unknown,
Nova Southeastern University,,3/9/2018,,,Massachusetts,Unknown,Unknown,
Hudson River Healthcare Inc,,3/9/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,3/9/2018,,,Massachusetts,Unknown,Unknown,
Preferred Hotels & Resorts,,3/9/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,3/9/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,3/9/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,3/9/2018,,,Massachusetts,Unknown,Unknown,
Quanta Technology LLC,,3/9/2018,,,Massachusetts,Unknown,Unknown,
Bryn Mawr,,3/9/2018,,,Massachusetts,Unknown,Unknown,
"Atwood & Moore-Attorneys at
Law",,3/12/2018,,,Massachusetts,Unknown,Unknown,
"Amercian Express Travel Related
Services Company Inc",,3/13/2018,,,Massachusetts,Unknown,Unknown,
"The President and Trustees of
Williams College",,3/13/2018,,,Massachusetts,Unknown,Unknown,
Rotary International,,3/13/2018,,,Massachusetts,Unknown,Unknown,
Intuit Inc.,,3/14/2018,,,Massachusetts,Unknown,Unknown,
Ithaca College,,3/14/2018,,,Massachusetts,Unknown,Unknown,
UPS,,3/14/2018,,,Massachusetts,Unknown,Unknown,
Salem Peabody Oral Surgery Inc,,3/14/2018,,,Massachusetts,Unknown,Unknown,
Invacare Corporation,,3/14/2018,,,Massachusetts,Unknown,Unknown,
"CNU Online Holddings, LLC dba
NetCredit",,3/14/2018,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/14/2018,,,Massachusetts,Unknown,Unknown,
Homestead Funding Corp,,3/14/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/14/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,3/14/2018,,,Massachusetts,Unknown,Unknown,
"Draper and Kramer, Inc.",,3/15/2018,,,Massachusetts,Unknown,Unknown,
Discover,,3/15/2018,,,Massachusetts,Unknown,Unknown,
Inphi Corporation,,3/15/2018,,,Massachusetts,Unknown,Unknown,
St. Anne's Credit Union,,3/15/2018,,,Massachusetts,Unknown,Unknown,
Charles Schwab & Co. Inc.,,3/15/2018,,,Massachusetts,Unknown,Unknown,
Charles Schwab & Co. Inc.,,3/15/2018,,,Massachusetts,Unknown,Unknown,
"Merrimack Valley Federal Credit
Union",,3/15/2018,,,Massachusetts,Unknown,Unknown,
North Shore Physicians,,3/15/2018,,,Massachusetts,Unknown,Unknown,
Bank of America,,3/15/2018,,,Massachusetts,Unknown,Unknown,
Island Outdoor LLC,,3/15/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Company, Inc. and/or its
Affiliates (""AXP"")",,3/15/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Comvest Advisors LLC,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Winchester Savings Bank,,3/16/2018,,,Massachusetts,Unknown,Unknown,
SESAC,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Triage Consulting Group,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Clarfeld Financial Advisors,,3/16/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Bronson Nutritionals LLC,,3/19/2018,,,Massachusetts,Unknown,Unknown,
"Commonwealth of MA Executive
Office Of Labor And",,3/19/2018,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
"The Commonwealth of MA
Dept.of Revenue",,3/19/2018,,,Massachusetts,Unknown,Unknown,
Chalavoutis & Associates LLC,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,3/19/2018,,,Massachusetts,Unknown,Unknown,
Bronson Nutritionals LLC,,3/19/2018,,,Massachusetts,Unknown,Unknown,
"The United States Life Insurance
Company in the City of New York",,3/19/2018,,,Massachusetts,Unknown,Unknown,
"Progressive Casualty Insurance
Company",,3/20/2018,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,3/20/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,3/20/2018,,,Massachusetts,Unknown,Unknown,
The Village Bank,,3/20/2018,,,Massachusetts,Unknown,Unknown,
"Mentor ABI, LLC dba
NeuroRestorative MA",,3/20/2018,,,Massachusetts,Unknown,Unknown,
Adult Day Health Inc.,,3/20/2018,,,Massachusetts,Unknown,Unknown,
Nampa School District,,3/20/2018,,,Massachusetts,Unknown,Unknown,
Funding Circle,,3/20/2018,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/21/2018,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/21/2018,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/21/2018,,,Massachusetts,Unknown,Unknown,
"The Northwestern Mutual Life
Insurance Company",,3/21/2018,,,Massachusetts,Unknown,Unknown,
"Clinical Pathology Laboratories
Southeast, Inc.",,3/21/2018,,,Massachusetts,Unknown,Unknown,
"American Express Travel Related
Services Co.",,3/21/2018,,,Massachusetts,Unknown,Unknown,
Orbitz Worldwide Inc.,,3/21/2018,,,Massachusetts,Unknown,Unknown,
Presti & Naegele,,3/21/2018,,,Massachusetts,Unknown,Unknown,
Arbella Insurance Group,,3/22/2018,,,Massachusetts,Unknown,Unknown,
